epoch,loss,accuracy
1,1.118201220035553,0.35036496350364965
2,0.9093339085578919,0.635036496350365
3,0.7944328784942627,0.5693430656934306
4,0.652479636669159,0.6058394160583942
5,0.5878422975540161,0.7591240875912408
6,0.49851472973823546,0.7664233576642335
7,0.5191380679607391,0.8321167883211679
8,0.42620015144348145,0.9051094890510949
9,0.37887040972709657,0.948905109489051
10,0.33418857455253603,0.927007299270073
11,0.26275899410247805,0.9562043795620438
12,0.2843059331178665,0.9562043795620438
13,0.21828691363334657,0.9635036496350365
14,0.23246094286441804,0.9708029197080292
15,0.2365028440952301,0.9635036496350365
16,0.1765892282128334,0.9562043795620438
17,0.16319549232721328,0.9708029197080292
18,0.22017906308174134,0.9708029197080292
19,0.13991377204656602,0.9927007299270073
20,0.12315295189619065,1.0
21,0.11991414874792099,1.0
22,0.11175356358289719,1.0
23,0.15314427465200425,0.9854014598540146
24,0.08933396711945533,0.9927007299270073
25,0.09004630446434021,1.0
26,0.1444491110742092,1.0
27,0.21067003943026066,0.8832116788321168
28,0.17847961261868478,1.0
29,0.13576066941022874,0.781021897810219
30,0.15285222679376603,0.948905109489051
31,0.09409380704164505,0.9343065693430657
32,0.05569121614098549,0.9854014598540146
33,0.0623676486313343,0.9927007299270073
34,0.038601966202259065,1.0
35,0.0355596411973238,1.0
36,0.03587840273976326,1.0
37,0.035116950049996376,1.0
38,0.043957031704485415,1.0
39,0.023130953684449194,1.0
40,0.10842332188040019,1.0
41,0.055408007279038426,0.8905109489051095
42,0.05755962058901787,1.0
43,0.07020417638123036,0.9635036496350365
44,0.048457986861467364,1.0
45,0.061886755377054216,1.0
46,0.05188117660582066,1.0
47,0.05817270278930664,1.0
48,0.04609745386987925,0.9927007299270073
49,0.12052047289907933,1.0
50,0.07305349819362164,1.0
51,0.10119833741337061,1.0
52,0.03021472431719303,0.9854014598540146
53,0.22866823747754098,1.0
54,0.051104290038347246,0.9854014598540146
55,0.0665958546102047,1.0
56,0.05775329750031233,1.0
57,0.08561325892806053,0.9854014598540146
58,0.027680293656885624,0.7664233576642335
59,0.216393630951643,0.8978102189781022
60,0.10955779887735843,0.9854014598540146
61,0.06396163254976273,1.0
62,0.08676404990255833,0.9927007299270073
63,0.07121023908257484,0.9927007299270073
64,0.04116332158446312,1.0
65,0.036617127060890195,1.0
66,0.06799781508743763,1.0
67,0.1362158634699881,1.0
68,0.04310673847794533,1.0
69,0.02336361547932029,1.0
70,0.026675649173557758,1.0
71,0.08715723864734173,1.0
72,0.06847262782976031,1.0
73,0.06534028146415949,1.0
74,0.02917418349534273,1.0
75,0.016327144205570222,1.0
76,0.01942239413037896,1.0
77,0.022722227871417998,1.0
78,0.10103608276695013,1.0
79,0.021644051745533945,0.9781021897810219
80,0.0772607441060245,1.0
81,0.019546077074483036,1.0
82,0.022744488529860975,1.0
83,0.015041581355035305,1.0
84,0.036383038572967055,1.0
85,0.009184182388707995,1.0
86,0.023533181473612785,1.0
87,0.010112379398196935,1.0
88,0.03707550717517734,1.0
89,0.01206910852342844,1.0
90,0.08793153786100447,1.0
91,0.012038093619048595,0.9854014598540146
92,0.04219732619822025,1.0
93,0.08679947406053543,1.0
94,0.014783748984336853,1.0
95,0.09126233588904142,1.0
96,0.04766266411170363,0.9197080291970803
97,0.08817214518785477,1.0
98,0.047111942619085315,0.9854014598540146
99,0.05594078749418259,0.9927007299270073
100,0.021827037911862135,1.0
